x,y,z,type
-225.74983659254212,396.86813961851067,0.0,CAF
429.9143923725969,698.8173074821743,0.0,CAF
541.4089398283079,207.12873726266184,0.0,CAF
70.00077481955657,461.1106144319083,0.0,CAF
33.07962959651775,11.794740365913526,0.0,CAF
668.225047333528,-746.6383758192724,0.0,CAF
-261.86040135653025,-32.532885130020645,0.0,CAF
576.2797933019829,303.3017246688639,0.0,CAF
-83.50091289637476,632.4132847779745,0.0,CAF
676.2195957825975,513.9890690841039,0.0,CAF
134.59291179176023,-19.22982936089295,0.0,CAF
785.4095517370861,-795.4135450378768,0.0,CAF
-616.513192792986,336.51962975545507,0.0,CAF
-721.4277341693438,-667.5511529911016,0.0,CAF
55.251389211730384,-575.7807300389595,0.0,CAF
75.84966911231504,661.4829251623646,0.0,CAF
86.92760205267587,626.8504777060573,0.0,CAF
464.9600769256749,719.2884375068295,0.0,CAF
697.8986496285834,-574.9701495799088,0.0,CAF
-82.27709534055293,597.41528142837,0.0,CAF
656.1617028547134,351.03060934591326,0.0,CAF
137.04054690340377,-562.4776742698319,0.0,CAF
-731.059337271006,-720.7792698021032,0.0,CAF
731.3390669980513,-730.3155104968183,0.0,CAF
620.0988192941991,-355.00086422181283,0.0,CAF
620.8776122842676,-702.7557748890915,0.0,CAF
630.6999401998241,778.5084922210103,0.0,CAF
-652.4489264775709,-432.8960569631444,0.0,CAF
648.087685733188,386.28291244737693,0.0,CAF
-551.2853064411346,-315.67976509060423,0.0,CAF
158.79906942184562,622.7657879418209,0.0,CAF
10.574101556990058,717.4606580403424,0.0,CAF
337.0631954750538,-565.624633699088,0.0,CAF
560.0046091830022,430.41981312941675,0.0,CAF
-672.8246940952789,-428.33455516417234,0.0,CAF
129.8565789133852,390.70137063592824,0.0,CAF
-664.957295522139,-719.3965149013695,0.0,CAF
-550.6336633269957,-132.1389191863202,0.0,CAF
-571.4544555104571,-124.00132712683,0.0,CAF
350.14373896130473,-640.166248462778,0.0,CAF
668.797221775211,-231.14099133195452,0.0,CAF
-580.0211784012095,-718.5859344423187,0.0,CAF
498.82962512640484,258.03636883794934,0.0,CAF
782.199017369865,441.19576511444484,0.0,CAF
658.3709319489892,-256.5391790488792,0.0,CAF
-482.8627794565535,695.0822798767442,0.0,CAF
268.89496824233174,-711.6244787351767,0.0,CAF
-334.87621760906575,606.7766910436821,0.0,CAF
335.8870591227055,690.6161404847194,0.0,CAF
708.5156642686995,-710.7185358691787,0.0,CAF
-546.4218236868298,168.1573002902594,0.0,CAF
195.21161514116625,561.9563597785209,0.0,CAF
634.5303302122013,-563.4630858082859,0.0,CAF
-590.7971303862375,-274.9282298551882,0.0,CAF
481.13989863770826,342.7181862070199,0.0,CAF
-559.7725606594311,-655.9328330780403,0.0,CAF
682.5770895790743,473.46004613156447,0.0,CAF
-181.91491686583493,-333.1628730309153,0.0,CAF
435.063962347743,-757.0010907075296,0.0,CAF
-507.91130501467194,-478.71769350125066,0.0,CAF
694.6086465889066,349.6955356486533,0.0,CAF
740.1441959061713,740.4112106456234,0.0,CAF
700.1555599263327,425.22256195079694,0.0,CAF
74.54638288403737,729.778302271016,0.0,CAF
76.54899342992746,536.6694282030346,0.0,CAF
-663.0977285866695,-257.8742527461393,0.0,CAF
591.0609663787914,496.5854298162485,0.0,CAF
-584.7734050140759,-152.72130535241376,0.0,CAF
-273.9555333043272,-275.0553797311177,0.0,CAF
774.7925370969699,442.7215636255992,0.0,CAF
754.2578321343499,-111.71547036513857,0.0,CAF
730.5602740079828,340.09572001597326,0.0,CAF
-203.22841481852322,37.39954663122364,0.0,CAF
-641.5299308821221,-699.3386219734854,0.0,CAF
-637.4452411178859,91.21573161839945,0.0,CAF
-554.972652843091,655.6817120730796,0.0,CAF
773.5051446031832,-770.3677214146219,0.0,CAF
568.4759696668077,115.85102007974695,0.0,CAF
